tch_id,data_category,label_zh,label_en,definition_zh,definition_en,has_synonym_zh,has_synonym_en,parents,realizes_principle,treats_pattern,treats_disease,employs_herb,employs_formula,xrefs,sources,date_accessed,notes
TmpTCH:METHOD_61000,method,治法,Therapeutic Method,"中医治法根类别,包含所有治法术语",Root category for all TCM therapeutic method terms,,,,,,,,,,,2025-11-12,ROOT category for Method hierarchy
TmpTCH:METHOD_61297,method,补气化湿,tonifying qi and resolving dampness,运用具有益气扶正、助运化湿等作用的方药或相关疗法，以治疗气虚湿困等所致病证的治法。,,"益气化湿,益气祛湿",,TmpTCH:METHOD_61027,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.1.8.3; Database: clinical_treatment
TmpTCH:METHOD_61298,method,补气祛痰,tonfying qi and dispelling phlegm,运用具有补气扶正、祛痰散结等作用的方药或相关疗法，以治疗气虚痰结等所致病证的治法。,,,,TmpTCH:METHOD_61027,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.1.8.4; Database: clinical_treatment
TmpTCH:METHOD_61299,method,补气利水,tonifying qi and disinhibiting water,运用具有益气扶正、通阳利水等作用的方药或相关疗法，以治疗气虚水停等所致病证的治法。,,,,TmpTCH:METHOD_61027,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.1.8.5; Database: clinical_treatment
TmpTCH:METHOD_61028,method,补血,tonifying blood,泛指运用具有补养血液等作用的方药或相关疗法，以治疗血虚等所致病证的一类治法。,,,,TmpTCH:METHOD_61019,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.2; Database: clinical_treatment
TmpTCH:METHOD_61029,method,补血养心,tonifying blood and nourishing the heart,运用具有补益血液、滋养心脏等作用的方药或相关疗法，以治疗心血虚等所致病证的治法。,,,,TmpTCH:METHOD_61028,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.2.1; Database: clinical_treatment
TmpTCH:METHOD_61300,method,补血养神,tonifying blood and nourishing spirit,运用具有补养阴血、养心安神等作用的方药或相关疗法，以治疗心血亏虚、心神失养等所致病证的治法。,,补心养神,,TmpTCH:METHOD_61029,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.2.1.1; Database: clinical_treatment
TmpTCH:METHOD_61301,method,养血复脉,nourishing blood to restore pulsation,运用具有补养阴血、复脉等作用的方药或相关疗法，以治疗血虚、血不养心等所致病证的治法。,,养血通脉,,TmpTCH:METHOD_61029,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.2.1.2; Database: clinical_treatment
TmpTCH:METHOD_61030,method,补血养肝,tonifying blood and nourishing the liver,运用具有补益血液、滋养肝脏等作用的方药或相关疗法，以治疗肝血虚等所致病证的治法。,,,,TmpTCH:METHOD_61028,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.2.2; Database: clinical_treatment
TmpTCH:METHOD_61302,method,养血舒肝,nourishing blood and relaxing the liver,运用具有补血养肝、疏肝理气等作用的方药或相关疗法，以治疗血虚肝郁等所致病证的治法。,,养血疏肝,,TmpTCH:METHOD_61030,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.2.2.1; Database: clinical_treatment
TmpTCH:METHOD_61303,method,养血舒筋,nourishing blood to soothe sinews,运用具有补养阴血、柔润筋脉等作用的方药或相关疗法，以治疗血不荣筋等所致病证的治法。,,,,TmpTCH:METHOD_61030,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.2.2.2; Database: clinical_treatment
TmpTCH:METHOD_61304,method,养血平肝,nourishing blood and pacifying the liver,运用补血养肝为主，佐以柔肝、抑肝或潜阳等作用的方药或相关疗法，治疗肝血虚所致肝气横逆或风阳上扰等病证的治法。,,养血柔肝,,TmpTCH:METHOD_61030,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.2.2.3; Database: clinical_treatment
TmpTCH:METHOD_61031,method,养血调血,nourishing blood and regulating blood,运用具有补养阴血、行血活血等作用的方药或相关疗法，以治疗血虚且运行不畅等所致病证的治法。,,养血和血,,TmpTCH:METHOD_61028,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.2.3; Database: clinical_treatment
TmpTCH:METHOD_61305,method,养血生津,nourishing blood and producing fluid,补血药与生津药并用，以治疗血虚津亏等所致病证的治法。,,,,TmpTCH:METHOD_61031,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.2.3.1; Database: clinical_treatment
TmpTCH:METHOD_61306,method,养血生发,nourishing blood to promote hair growth,运用具有补养阴血、催生长发等作用的方药或相关疗法，以治疗血虚等所致脱发病证的治法。,,,,TmpTCH:METHOD_61031,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.2.3.2; Database: clinical_treatment
TmpTCH:METHOD_61307,method,养血润肠,nourishing blood to moisten the intestines,运用具有滋补阴血、润肠通便等作用的方药或相关疗法，以治疗血虚肠燥等所致病证的治法。,,养血通便,,TmpTCH:METHOD_61031,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.2.3.3; Database: clinical_treatment
TmpTCH:METHOD_61308,method,养血和络,nourishing blood and harmonizing collaterals,补血药与活血通络药并用，以治疗血虚所致络脉空虚、络脉不和等病证的治法。,,,,TmpTCH:METHOD_61031,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.2.3.4; Database: clinical_treatment
TmpTCH:METHOD_61309,method,养血止血,nourishing blood and stopping bleeding,补血药与止血药并用，以治疗出血而导致血虚等病证的治法。,,,,TmpTCH:METHOD_61031,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.2.3.5; Database: clinical_treatment
TmpTCH:METHOD_61310,method,养血调经,nourishing blood and regulating menstruation,运用具有补养阴血、调理月经等作用的方药或相关疗法，以治疗血虚导致月经不调等病证的治法。,,,,TmpTCH:METHOD_61031,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.2.3.6; Database: clinical_treatment
TmpTCH:METHOD_61311,method,养血安胎,nourishing blood to calm fetus,运用具有补养阴血、养胎安胎等作用的方药或相关疗法，以治疗血虚所致胎动不安等病证的治法。,,,,TmpTCH:METHOD_61031,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.2.3.7; Database: clinical_treatment
TmpTCH:METHOD_61032,method,补血固脱,tonifying blood and securing collapse,运用具有大补气血、固摄救脱等作用的方药或相关疗法，以治疗血脱等所致病证的治法。,,,,TmpTCH:METHOD_61028,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.2.4; Database: clinical_treatment
TmpTCH:METHOD_61312,method,补血温阳,tonifying blood and warming yang,运用具有补益血液、温振阳气等作用的方药或相关疗法，以治疗血虚阳衰或血虚寒凝等所致病证的治法。,,,,TmpTCH:METHOD_61032,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.2.4.1; Database: clinical_treatment
TmpTCH:METHOD_61313,method,止血补气固脱,stopping bleeding and tonifying qi to secure collapse,运用具有大补气血、固摄止脱等作用的方药或相关疗法，以治疗气随血脱等所致病证的治法。,,,,TmpTCH:METHOD_61032,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.2.4.2; Database: clinical_treatment
TmpTCH:METHOD_61033,method,养血祛邪,nourishing blood and dispelling pathogenic factors,运用具有补养阴血、祛除病邪等作用的方药或相关疗法，以治疗血虚邪恋等所致病证的治法。,,,,TmpTCH:METHOD_61028,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.2.5; Database: clinical_treatment
TmpTCH:METHOD_61314,method,养血祛风,nourishing blood and dispelling wind,运用具有补养阴血、祛除风邪等作用的方药或相关疗法，以治疗血虚风袭等所致病证的治法。,,,,TmpTCH:METHOD_61033,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.2.5.1; Database: clinical_treatment
TmpTCH:METHOD_61315,method,养血止痒,nourishing blood to stop itching,运用具有补养阴血、祛风止痒等作用的方药或相关疗法，以治疗血虚风燥等所致病证的治法。,,,,TmpTCH:METHOD_61033,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.2.5.2; Database: clinical_treatment
TmpTCH:METHOD_61316,method,养血止痛,nourishing blood to stop pain,运用具有补养阴血、缓急止痛等作用的方药或相关疗法，以治疗血虚等所致痛证的治法。,,,,TmpTCH:METHOD_61033,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.2.5.3; Database: clinical_treatment
TmpTCH:METHOD_61317,method,养血祛痰,nourishing blood and dispelling phlegm,补血药与祛痰药并用，以治疗血虚挟痰所致病证的治法。,,,,TmpTCH:METHOD_61033,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.2.5.4; Database: clinical_treatment
TmpTCH:METHOD_61318,method,养血清热,nourishing blood and clearing heat,补血药与清热药并用，以治疗血虚内热所致病证的治法。,,养血退热,,TmpTCH:METHOD_61033,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.2.5.5; Database: clinical_treatment
TmpTCH:METHOD_61319,method,养血清肝,nourishing blood and clearing the liver,运用具有补养阴血、清除肝热等作用的方药或相关疗法，以治疗血虚肝旺、血虚肝热等所致病证的治法。,,,,TmpTCH:METHOD_61033,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.2.5.6; Database: clinical_treatment
TmpTCH:METHOD_61320,method,养血宣痹,nourishing blood to diffuse impediment,运用具有补养阴血、宣通痹阻等作用的方药或相关疗法，以治疗血虚痹阻、干血内结等所致病证的治法。,,,,TmpTCH:METHOD_61033,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.2.5.7; Database: clinical_treatment
TmpTCH:METHOD_61034,method,滋阴,enriching yin,泛指运用味甘滋润，具有补益、滋养阴津等作用的方药或相关疗法，以治疗阴虚、津亏等所致病证的一类治法。,,滋补阴液,,TmpTCH:METHOD_61019,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.3; Database: clinical_treatment
TmpTCH:METHOD_61035,method,滋阴生津,enriching yin and producing fluid,运用具有滋阴补液、化生阴津等作用的方药或相关疗法，以治疗津液亏损、阴虚津亏等所致病证的治法。,,养阴生津,,TmpTCH:METHOD_61034,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.3.1; Database: clinical_treatment
TmpTCH:METHOD_61321,method,滋阴止渴,enriching yin to quench thirst,运用具有滋养阴液、生津止渴等作用的方药或相关疗法，以治疗阴虚津亏等所致口渴病证的治法。,,,,TmpTCH:METHOD_61035,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.3.1.1; Database: clinical_treatment
TmpTCH:METHOD_61322,method,滋阴补血,enriching yin and replenishing blood,运用具有滋养阴津、补血养血等作用的方药或相关疗法，以治疗阴血亏虚等所致病证的治法。,,,,TmpTCH:METHOD_61034,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.3.2; Database: clinical_treatment
TmpTCH:METHOD_61036,method,滋补心阴,enriching and tonifying heart yin,运用具有滋养阴液、补益心阴等作用的方药或相关疗法，以治疗心阴虚所致病证的治法。,,滋养心阴,,TmpTCH:METHOD_61034,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.3.3; Database: clinical_treatment
TmpTCH:METHOD_61323,method,滋阴通脉,enriching yin to unblock pulsation,运用具有滋阴增液、生脉通脉等作用的方药或相关疗法，以治疗心阴亏损、阴液亏脱等所致病证的治法。,,,,TmpTCH:METHOD_61036,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.3.3.1; Database: clinical_treatment
TmpTCH:METHOD_61037,method,滋补肝阴,enriching and tonifying liver yin,运用具有滋养阴液、补益肝阴等作用的方药或相关疗法，以治疗肝阴虚所致病证的治法。,,滋养肝阴,,TmpTCH:METHOD_61034,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.3.4; Database: clinical_treatment
TmpTCH:METHOD_61324,method,滋阴疏肝,enriching yin and soothing the liver,运用具有滋补肝阴、疏肝理气等作用的方药或相关疗法，以治疗肝郁阴虚等所致病证的治法。,,养阴舒肝,,TmpTCH:METHOD_61037,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.3.4.1; Database: clinical_treatment
TmpTCH:METHOD_61325,method,滋阴柔肝,enriching yin and emolliating the liver,运用滋补肝阴为主，佐以柔肝、和肝或潜阳等作用的方药或相关疗法，以治疗肝失柔润、阴虚阳亢等所致病证的治法。,,养阴柔肝,,TmpTCH:METHOD_61037,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.3.4.2; Database: clinical_treatment
TmpTCH:METHOD_61326,method,滋补肝肾,enriching and tonifying the liver and kidney,运用具有滋养或填补肝肾精血等作用的方药或相关疗法，以治疗肝肾阴虚或水不涵木所致病证的治法。,,"滋肾养肝,滋水涵木,滋养肝肾",,TmpTCH:METHOD_61037,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.3.4.3; Database: clinical_treatment
TmpTCH:METHOD_61327,method,滋阴平肝,enriching yin and pacifying the liver,运用具有滋补肝阴、平肝潜阳等作用的方药或相关疗法，以治疗阴虚阳亢、肝阳上亢等所致病证的治法。,,养阴平肝,,TmpTCH:METHOD_61037,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.3.4.4; Database: clinical_treatment
TmpTCH:METHOD_61328,method,滋阴潜阳,enriching yin and subduing yang,运用具有滋养阴液、重镇潜阳等作用的方药或相关疗法，以治疗阴虚阳亢、阴虚阳浮等所致病证的治法。,,育阴潜阳,,TmpTCH:METHOD_61037,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.3.4.5; Database: clinical_treatment
TmpTCH:METHOD_61038,method,滋补脾阴,enriching and tonifying spleen yin,运用具有滋养阴液、补益脾阴等作用的方药或相关疗法，以治疗脾阴虚等所致病证的治法。,,滋养脾阴,,TmpTCH:METHOD_61034,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.3.5; Database: clinical_treatment
TmpTCH:METHOD_61329,method,养胃生津,nourishing the stomach to produce fluid,运用具有清润养胃、生津润燥等作用的方药或相关疗法，以治疗胃燥津伤等所致病证的治法。,,,,TmpTCH:METHOD_61038,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.3.5.1; Database: clinical_treatment
TmpTCH:METHOD_61330,method,滋阴益胃,enriching yin and replenishing the stomach,运用具有清养胃阴、滋阴和胃等作用的方药或相关疗法，以治疗胃阴虚所致病证的治法。,,,,TmpTCH:METHOD_61038,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.3.5.2; Database: clinical_treatment
TmpTCH:METHOD_61331,method,滋阴通便,enriching yin to relax bowels,运用具有滋阴增液、润肠通便等作用的方药或相关疗法，以治疗阴虚肠燥等所致病证的治法。,,滋阴润肠,,TmpTCH:METHOD_61038,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.3.5.3; Database: clinical_treatment
TmpTCH:METHOD_61039,method,滋补肺阴,enriching and tonifying lung yin,运用具有滋养阴液、补养肺阴等作用的方药或相关疗法，以治疗肺阴虚等所致病证的治法。,,滋养肺阴,,TmpTCH:METHOD_61034,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.3.6; Database: clinical_treatment
