tch_id,data_category,label_zh,label_en,definition_zh,definition_en,associated_pathomechanism,sources,date_accessed,notes
TmpTCH:SYMPTOM_20067,symptom,嘈杂,嘈杂,是指胃中空虚，似饥非饥，似辣非辣，似痛非痛，莫可名状，时作时止的一种病证。病位在胃，与肝脾相关,是指胃中空虚，似饥非饥，似辣非辣，似痛非痛，莫可名状，时作时止的一种病证。病位在胃，与肝脾相关,湿热,SymMap2.0 SMTS68,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20068,symptom,嘈杂呕吐,嘈杂呕吐,,,湿热,SymMap2.0 SMTS69,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20069,symptom,嘈杂似饥,嘈杂似饥,胃中空虚，似饥非饥,胃中空虚，似饥非饥,湿热,SymMap2.0 SMTS70,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20070,symptom,岔气,岔气,急性胸肋痛，指运动时，特别是跑步中，胸肋部产生的疼痛。亦多见于举重、推车、跳跃、攀高、挑抬或搬运重物时，用力过度或不当时，岔气多发生在右下肋部，在动作停止后可自然消失。腹部按摩、缓慢深呼吸或腹式呼吸能加速其缓解。,急性胸肋痛，指运动时，特别是跑步中，胸肋部产生的疼痛。亦多见于举重、推车、跳跃、攀高、挑抬或搬运重物时，用力过度或不当时，岔气多发生在右下肋部，在动作停止后可自然消失。腹部按摩、缓慢深呼吸或腹式呼吸能加速其缓解。,肺气上逆,SymMap2.0 SMTS71,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20071,symptom,岔气作痛,岔气作痛,急性胸肋痛，指运动时，特别是跑步中，胸肋部产生的疼痛。亦多见于举重、推车、跳跃、攀高、挑抬或搬运重物时，用力过度或不当时，岔气多发生在右下肋部，在动作停止后可自然消失。腹部按摩、缓慢深呼吸或腹式呼吸能加速其缓解。,急性胸肋痛，指运动时，特别是跑步中，胸肋部产生的疼痛。亦多见于举重、推车、跳跃、攀高、挑抬或搬运重物时，用力过度或不当时，岔气多发生在右下肋部，在动作停止后可自然消失。腹部按摩、缓慢深呼吸或腹式呼吸能加速其缓解。,肺气上逆,SymMap2.0 SMTS72,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20072,symptom,产后出血日久,产后出血日久,,,血虚,SymMap2.0 SMTS73,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20073,symptom,产后恶露不尽,产后恶露不尽,产后恶露是指产后随子宫蜕膜脱落，含有血液、坏死蜕膜等组织经阴道排出，称为恶露（lochia），这是产妇在产褥期的临床表现，属于生理性变化。恶露有血腥味，但无臭味，其颜色及内容物随时间而变化，一般持续4～6周，总量为500ml。如超出上述时间仍有较多恶露排出，称之为产后恶露不尽,产后恶露是指产后随子宫蜕膜脱落，含有血液、坏死蜕膜等组织经阴道排出，称为恶露（lochia），这是产妇在产褥期的临床表现，属于生理性变化。恶露有血腥味，但无臭味，其颜色及内容物随时间而变化，一般持续4～6周，总量为500ml。如超出上述时间仍有较多恶露排出，称之为产后恶露不尽,血瘀,SymMap2.0 SMTS74,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20074,symptom,产后腹痛,产后腹痛,"妇分娩后，由于子宫的缩复作用，小腹呈阵阵作痛，于产后1～2日出现，持续2～3日自然消失，西医称""宫缩痛""、""产后痛""，属生理现象，一般不需治疗。若腹痛阵阵加剧，难以忍受，或腹痛绵绵，疼痛不已，影响产妇的康复，为病态，应予治疗。","妇分娩后，由于子宫的缩复作用，小腹呈阵阵作痛，于产后1～2日出现，持续2～3日自然消失，西医称""宫缩痛""、""产后痛""，属生理现象，一般不需治疗。若腹痛阵阵加剧，难以忍受，或腹痛绵绵，疼痛不已，影响产妇的康复，为病态，应予治疗。",血瘀,SymMap2.0 SMTS75,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20075,symptom,产后流血,产后流血,,,血瘀,SymMap2.0 SMTS76,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20076,symptom,产后乳房结块,产后乳房结块,,,气郁,SymMap2.0 SMTS77,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20077,symptom,产后乳汁不通,产后乳汁不通,,,气郁,SymMap2.0 SMTS78,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20078,symptom,产后乳肿,产后乳肿,,,湿热,SymMap2.0 SMTS79,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20079,symptom,产后少乳,产后少乳,产后缺奶，指产妇在哺乳时乳汁甚少或全无的一种状态，有多种因素可导致。,产后缺奶，指产妇在哺乳时乳汁甚少或全无的一种状态，有多种因素可导致。,气郁,SymMap2.0 SMTS80,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20080,symptom,产后脱发,产后脱发,,,血虚,SymMap2.0 SMTS81,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20081,symptom,产后小腹疼痛,产后小腹疼痛,,,血瘀,SymMap2.0 SMTS82,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20082,symptom,产后血虚,产后血虚,,,血虚,SymMap2.0 SMTS83,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20083,symptom,产后血晕,产后血晕,是指产妇分娩后突然头昏眼花，不能起坐，或心胸满闷，恶心呕吐，痰涌气急，心烦不安，甚则神昏口噤，不省人事，称为“产后血晕”,是指产妇分娩后突然头昏眼花，不能起坐，或心胸满闷，恶心呕吐，痰涌气急，心烦不安，甚则神昏口噤，不省人事，称为“产后血晕”,血虚,SymMap2.0 SMTS84,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20084,symptom,产后瘀痛,产后瘀痛,,,血虚,SymMap2.0 SMTS85,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20085,symptom,产后诸虚,产后诸虚,,,气血虚弱,SymMap2.0 SMTS86,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20086,symptom,产后子宫复旧不全,产后子宫复旧不全,指产后6周子宫仍未能恢复到非孕状态。其原因复杂，如由于部分胎盘、胎膜残留；子宫内膜炎或盆腔感染,指产后6周子宫仍未能恢复到非孕状态。其原因复杂，如由于部分胎盘、胎膜残留；子宫内膜炎或盆腔感染,气血虚弱,SymMap2.0 SMTS87,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20087,symptom,肠风便血,肠风便血,因风热客于肠胃或湿热蕴积肠胃，久而损伤阴络，致大便时出血，故名。临床表现：大便前出血如注，血色鲜红，肛门无肿痛，舌红、脉数等。,因风热客于肠胃或湿热蕴积肠胃，久而损伤阴络，致大便时出血，故名。临床表现：大便前出血如注，血色鲜红，肛门无肿痛，舌红、脉数等。,湿热,SymMap2.0 SMTS88,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20088,symptom,肠风下血,肠风下血,,,湿热,SymMap2.0 SMTS89,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20089,symptom,肠功能紊乱,肠功能紊乱,,,湿热,SymMap2.0 SMTS90,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20090,symptom,肠鸣,肠鸣,肠管内气体和液体随之流动，产生一种断续的咕噜声（gurgling sound）或气过水声，称为肠鸣音。肠鸣音是指腹中胃肠蠕动漉漉作响的体征。在正常情况下，肠鸣声低弱而和缓，一般难以闻及。当肠道功能异常或阻塞不通时，则肠鸣音高亢而频急。临床根据作响的部位及声音来判断病变部位和病变性质。,肠管内气体和液体随之流动，产生一种断续的咕噜声（gurgling sound）或气过水声，称为肠鸣音。肠鸣音是指腹中胃肠蠕动漉漉作响的体征。在正常情况下，肠鸣声低弱而和缓，一般难以闻及。当肠道功能异常或阻塞不通时，则肠鸣音高亢而频急。临床根据作响的部位及声音来判断病变部位和病变性质。,水饮,SymMap2.0 SMTS91,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20091,symptom,肠胃不适,肠胃不适,,,脾胃不和,SymMap2.0 SMTS92,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20092,symptom,潮热,潮热,潮热又名潮红，常见于更年期或者更年前期，常伴出汗及心悸而出现的燥热症状，多数情况下，由面部或者胸部开始，蔓延至全身，有人发作时可见到面部明显潮红。每次发作可持续20～30分钟，发作次数不定，可一周出现几次，也可一天出现几次，甚至每个小时都出现。天气和环境温度可加重潮热的发作。中医一般认为病机为阴虚、湿热、胃肠实热而引起。,潮热又名潮红，常见于更年期或者更年前期，常伴出汗及心悸而出现的燥热症状，多数情况下，由面部或者胸部开始，蔓延至全身，有人发作时可见到面部明显潮红。每次发作可持续20～30分钟，发作次数不定，可一周出现几次，也可一天出现几次，甚至每个小时都出现。天气和环境温度可加重潮热的发作。中医一般认为病机为阴虚、湿热、胃肠实热而引起。,阳明燥结,SymMap2.0 SMTS93,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20093,symptom,陈旧性伤痛,陈旧性伤痛,,,瘀血,SymMap2.0 SMTS94,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20094,symptom,晨起面肿,晨起面肿,,,肾虚,SymMap2.0 SMTS95,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20095,symptom,齿鼻衄血,齿鼻衄血,,,脾虚,SymMap2.0 SMTS96,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20096,symptom,齿痛,齿痛,牙齿者，骨之所终，髓之所养也。又手足阳明之支脉入于齿，故骨髓之气不足，与夫阳 明之 脉虚，风冷乘之而痛者，谓之风痛。,牙齿者，骨之所终，髓之所养也。又手足阳明之支脉入于齿，故骨髓之气不足，与夫阳 明之 脉虚，风冷乘之而痛者，谓之风痛。,肾虚,SymMap2.0 SMTS97,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20097,symptom,齿龈肿痛,齿龈肿痛,,,湿热,SymMap2.0 SMTS98,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20098,symptom,赤白痢,赤白痢,中医指大便中带脓血的痢疾,中医指大便中带脓血的痢疾,湿热,SymMap2.0 SMTS99,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20099,symptom,赤白下痢,赤白下痢,,,湿热,SymMap2.0 SMTS100,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20100,symptom,赤痢,赤痢,赤痢，中医称大便中带血不带脓的痢疾。痢下多血或下纯血者。即血痢。《诸病源候论·痢病诸候》：“热乘于血，则流渗入肠，与痢相杂下，故为赤痢。,赤痢，中医称大便中带血不带脓的痢疾。痢下多血或下纯血者。即血痢。《诸病源候论·痢病诸候》：“热乘于血，则流渗入肠，与痢相杂下，故为赤痢。,热毒,SymMap2.0 SMTS101,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20101,symptom,赤缕红斑,赤缕红斑,,,热毒,SymMap2.0 SMTS102,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20102,symptom,虫毒,虫毒,,,虫毒,SymMap2.0 SMTS103,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20103,symptom,虫咬肿痛,虫咬肿痛,,,虫毒,SymMap2.0 SMTS104,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20104,symptom,抽搐,抽搐,抽搐是不随意运动的表现，是神经－肌肉疾病的病理现象，表现为横 纹肌的不随意收缩。临床上常见的有如下几种：惊厥，强直性痉挛，肌阵挛，震颤，舞蹈样动作， 手足徐动，扭转痉挛， 肌束颤动， 习惯性抽搐。中医认为引起抽搐的病因病机主要有热毒内盛，风阳扰动、风毒窜络、阴血亏损等方面。常见于脑系疾病、传染病、中毒、头颅内伤、厥病类疾病、子痫、产后痉病、小儿惊风、破伤风、狂犬病等病中。临床对以抽搐为主病的病种尚不能确定时，可以抽搐待查作为初步诊断，并进行辩证论治。,抽搐是不随意运动的表现，是神经－肌肉疾病的病理现象，表现为横 纹肌的不随意收缩。临床上常见的有如下几种：惊厥，强直性痉挛，肌阵挛，震颤，舞蹈样动作， 手足徐动，扭转痉挛， 肌束颤动， 习惯性抽搐。中医认为引起抽搐的病因病机主要有热毒内盛，风阳扰动、风毒窜络、阴血亏损等方面。常见于脑系疾病、传染病、中毒、头颅内伤、厥病类疾病、子痫、产后痉病、小儿惊风、破伤风、狂犬病等病中。临床对以抽搐为主病的病种尚不能确定时，可以抽搐待查作为初步诊断，并进行辩证论治。,风热,SymMap2.0 SMTS105,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20105,symptom,抽搐神昏,抽搐神昏,,,肝风,SymMap2.0 SMTS106,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20106,symptom,出血,出血,血液自血管或心脏外流,血液自血管或心脏外流,火热,SymMap2.0 SMTS107,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20107,symptom,出血症,出血症,是指由于凝血系统出现障碍而发生的出血现象,是指由于凝血系统出现障碍而发生的出血现象,火热,SymMap2.0 SMTS108,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20108,symptom,喘,喘,急促地呼吸：喘气。喘息。喘咳。苟延残喘,急促地呼吸：喘气。喘息。喘咳。苟延残喘,气逆,SymMap2.0 SMTS109,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20109,symptom,喘促,喘促,,,气逆,SymMap2.0 SMTS110,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20110,symptom,喘促气逆,喘促气逆,,,气逆,SymMap2.0 SMTS111,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20111,symptom,喘促痰多,喘促痰多,,,痰饮,SymMap2.0 SMTS112,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20112,symptom,喘急,喘急,喘急或称“喘促”。是形容气喘时呼吸急促之状。,喘急或称“喘促”。是形容气喘时呼吸急促之状。,伏痰,SymMap2.0 SMTS113,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20113,symptom,喘咳,喘咳,咳，指呼吸器官受刺激而引起一种反射作用。把吸入的气急急呼出，同时发声，能清除呼吸道中的异物或痰，也是某些病的症状,咳，指呼吸器官受刺激而引起一种反射作用。把吸入的气急急呼出，同时发声，能清除呼吸道中的异物或痰，也是某些病的症状,伏痰,SymMap2.0 SMTS114,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20114,symptom,喘满,喘满,心下痞坚，面色黧黑，其脉沉紧是征象.木防己汤是治疗方药.,心下痞坚，面色黧黑，其脉沉紧是征象.木防己汤是治疗方药.,伏痰,SymMap2.0 SMTS115,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20115,symptom,喘嗽,喘嗽,气喘咳嗽,气喘咳嗽,气逆,SymMap2.0 SMTS116,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20116,symptom,喘息,喘息,急促的呼吸；急促呼吸。,急促的呼吸；急促呼吸。,气逆,SymMap2.0 SMTS117,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20117,symptom,疮毒,疮毒,诸疮毒肿。 明 李时珍 《本草纲目·虫二·蝎》：“诸疮毒肿。全蝎七枚，卮子七个，麻油煎黑，去滓，入黄蜡，化成膏，傅之。” 贾祖璋 《蝎子》：“蝎子很早就供药用，主治惊风抽搐、带下、疮毒等症。”孙氏疮毒中药膏是祖传百年，专治疮毒的秘方药物，主要的功能是提脓生肌，去腐消炎，敛疮消肿，对于各种疑难疮毒，包括带状疱疹，瘘疮，须疮，坐板疮，镰疮等疮痈疖肿均有非常好的疗效。,诸疮毒肿。 明 李时珍 《本草纲目·虫二·蝎》：“诸疮毒肿。全蝎七枚，卮子七个，麻油煎黑，去滓，入黄蜡，化成膏，傅之。” 贾祖璋 《蝎子》：“蝎子很早就供药用，主治惊风抽搐、带下、疮毒等症。”孙氏疮毒中药膏是祖传百年，专治疮毒的秘方药物，主要的功能是提脓生肌，去腐消炎，敛疮消肿，对于各种疑难疮毒，包括带状疱疹，瘘疮，须疮，坐板疮，镰疮等疮痈疖肿均有非常好的疗效。,热毒,SymMap2.0 SMTS118,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20118,symptom,疮疖痈肿,疮疖痈肿,,,热毒,SymMap2.0 SMTS119,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20119,symptom,疮疖肿毒,疮疖肿毒,,,热毒,SymMap2.0 SMTS120,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20120,symptom,疮疖肿痛,疮疖肿痛,,,热毒,SymMap2.0 SMTS121,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
